"geo_type","region","transportation_type","alternative_name","sub-region","country","Date","Value","DateObject","DayName"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-01",179.46,2020-09-01,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-02",179.83,2020-09-02,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-03",182.49,2020-09-03,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-04",176.27,2020-09-04,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-05",167.72,2020-09-05,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-06",149.77,2020-09-06,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-07",168.3,2020-09-07,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-08",162.27,2020-09-08,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-09",162.02,2020-09-09,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-10",159.67,2020-09-10,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-11",166.16,2020-09-11,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-12",156.47,2020-09-12,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-13",133.98,2020-09-13,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-14",148.75,2020-09-14,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-15",150.11,2020-09-15,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-16",161.72,2020-09-16,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-17",155.57,2020-09-17,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-18",154.58,2020-09-18,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-19",140.95,2020-09-19,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-20",115.27,2020-09-20,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-21",133.22,2020-09-21,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-22",129.94,2020-09-22,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-23",138.51,2020-09-23,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-24",133.24,2020-09-24,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-25",137.9,2020-09-25,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-26",130.85,2020-09-26,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-27",108.32,2020-09-27,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-28",120.8,2020-09-28,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-29",120.76,2020-09-29,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-09-30",123.07,2020-09-30,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-01",113.24,2020-10-01,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-02",91.51,2020-10-02,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-03",135.76,2020-10-03,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-04",101.36,2020-10-04,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-05",124.94,2020-10-05,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-06",123.06,2020-10-06,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-07",125.65,2020-10-07,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-08",125.04,2020-10-08,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-09",128.96,2020-10-09,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-10",119.49,2020-10-10,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-11",88.58,2020-10-11,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-12",114,2020-10-12,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-13",113.63,2020-10-13,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-14",116.23,2020-10-14,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-15",116.02,2020-10-15,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-16",121.97,2020-10-16,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-17",115.72,2020-10-17,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-18",97.55,2020-10-18,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-19",116.72,2020-10-19,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-20",119.25,2020-10-20,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-21",120,2020-10-21,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-22",118.35,2020-10-22,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-23",122.12,2020-10-23,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-24",100.08,2020-10-24,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-25",90.1,2020-10-25,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-26",104.93,2020-10-26,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-27",117.73,2020-10-27,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-28",119.47,2020-10-28,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-29",149.28,2020-10-29,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-30",71.88,2020-10-30,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-10-31",54.15,2020-10-31,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-01",48.31,2020-11-01,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-02",70.02,2020-11-02,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-03",69.05,2020-11-03,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-04",68.54,2020-11-04,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-05",69.85,2020-11-05,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-06",68.95,2020-11-06,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-07",53.16,2020-11-07,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-08",43.53,2020-11-08,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-09",68.18,2020-11-09,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-10",67.69,2020-11-10,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-11",52.77,2020-11-11,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-12",69.13,2020-11-12,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-13",69.83,2020-11-13,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-14",56.37,2020-11-14,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-15",45.32,2020-11-15,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-16",67.48,2020-11-16,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-17",68.36,2020-11-17,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-18",70.76,2020-11-18,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-19",72.18,2020-11-19,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-20",69.6,2020-11-20,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-21",55.68,2020-11-21,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-22",47.77,2020-11-22,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-23",68.98,2020-11-23,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-24",76.81,2020-11-24,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-25",73.36,2020-11-25,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-26",73.38,2020-11-26,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-27",74,2020-11-27,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-28",69.52,2020-11-28,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-29",60.22,2020-11-29,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-11-30",76.57,2020-11-30,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-01",79.6,2020-12-01,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-02",79.91,2020-12-02,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-03",80.73,2020-12-03,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-04",81.97,2020-12-04,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-05",75.47,2020-12-05,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-06",64.68,2020-12-06,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-07",80.08,2020-12-07,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-08",82.19,2020-12-08,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-09",83.71,2020-12-09,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-10",81.12,2020-12-10,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-11",84.19,2020-12-11,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-12",77.75,2020-12-12,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-13",66.37,2020-12-13,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-14",83.27,2020-12-14,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-15",87.36,2020-12-15,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-16",88.81,2020-12-16,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-17",91.88,2020-12-17,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-18",95.56,2020-12-18,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-19",81.18,2020-12-19,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-20",62.1,2020-12-20,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-21",92.22,2020-12-21,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-22",94.47,2020-12-22,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-23",88.68,2020-12-23,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-24",64.24,2020-12-24,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-25",46.08,2020-12-25,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-26",74.52,2020-12-26,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-27",67.66,2020-12-27,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-28",89.49,2020-12-28,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-29",96.15,2020-12-29,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-30",97.07,2020-12-30,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2020-12-31",86.08,2020-12-31,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-01",48.56,2021-01-01,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-02",65.61,2021-01-02,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-03",62.32,2021-01-03,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-04",75.96,2021-01-04,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-05",79.99,2021-01-05,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-06",85.71,2021-01-06,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-07",81.69,2021-01-07,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-08",89.12,2021-01-08,"Friday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-09",78.72,2021-01-09,"Saturday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-10",64.91,2021-01-10,"Sunday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-11",85.35,2021-01-11,"Monday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-12",87.48,2021-01-12,"Tuesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-13",91.82,2021-01-13,"Wednesday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-14",87.83,2021-01-14,"Thursday"
"city","Nice","driving","","Provence-Alpes-Côte d'Azur Region","France","2021-01-15",89.23,2021-01-15,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-13",100,2020-01-13,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-14",82.94,2020-01-14,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-15",108.08,2020-01-15,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-16",99.94,2020-01-16,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-17",109.62,2020-01-17,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-18",112.25,2020-01-18,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-19",102.69,2020-01-19,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-20",94.8,2020-01-20,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-21",98.59,2020-01-21,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-22",102.95,2020-01-22,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-23",97.11,2020-01-23,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-24",91.73,2020-01-24,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-25",98.59,2020-01-25,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-26",99.23,2020-01-26,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-27",107.12,2020-01-27,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-28",98.4,2020-01-28,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-29",102.5,2020-01-29,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-30",108.02,2020-01-30,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-01-31",114.24,2020-01-31,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-01",105.32,2020-02-01,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-02",102.31,2020-02-02,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-03",105.39,2020-02-03,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-04",99.62,2020-02-04,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-05",99.81,2020-02-05,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-06",85.95,2020-02-06,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-07",119.24,2020-02-07,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-08",116.16,2020-02-08,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-09",109.24,2020-02-09,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-10",119.44,2020-02-10,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-11",113.15,2020-02-11,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-12",112.76,2020-02-12,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-13",122.32,2020-02-13,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-14",127.97,2020-02-14,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-15",132.78,2020-02-15,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-16",141.05,2020-02-16,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-17",216.29,2020-02-17,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-18",211.42,2020-02-18,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-19",201.09,2020-02-19,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-20",170.43,2020-02-20,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-21",193.46,2020-02-21,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-22",189.29,2020-02-22,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-23",198.01,2020-02-23,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-24",185.05,2020-02-24,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-25",187.17,2020-02-25,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-26",168.63,2020-02-26,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-27",170.17,2020-02-27,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-28",158.11,2020-02-28,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-02-29",160.62,2020-02-29,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-01",158.5,2020-03-01,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-02",165.75,2020-03-02,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-03",149.45,2020-03-03,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-04",151.64,2020-03-04,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-05",159.08,2020-03-05,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-06",180.44,2020-03-06,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-07",177.16,2020-03-07,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-08",158.69,2020-03-08,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-09",158.31,2020-03-09,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-10",142.21,2020-03-10,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-11",141.12,2020-03-11,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-12",118.86,2020-03-12,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-13",119.5,2020-03-13,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-14",95.45,2020-03-14,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-15",67.22,2020-03-15,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-16",58.18,2020-03-16,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-17",27.26,2020-03-17,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-18",26.43,2020-03-18,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-19",25.59,2020-03-19,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-20",21.68,2020-03-20,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-21",20.91,2020-03-21,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-22",22,2020-03-22,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-23",20.78,2020-03-23,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-24",21.68,2020-03-24,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-25",19.76,2020-03-25,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-26",21.87,2020-03-26,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-27",19.82,2020-03-27,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-28",18.86,2020-03-28,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-29",21.55,2020-03-29,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-30",20.78,2020-03-30,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-03-31",22.84,2020-03-31,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-01",21.23,2020-04-01,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-02",23.6,2020-04-02,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-03",25.02,2020-04-03,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-04",25.59,2020-04-04,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-05",24.18,2020-04-05,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-06",20.33,2020-04-06,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-07",24.37,2020-04-07,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-08",22.9,2020-04-08,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-09",21.81,2020-04-09,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-10",22.9,2020-04-10,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-11",20.97,2020-04-11,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-12",20.4,2020-04-12,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-13",26.68,2020-04-13,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-14",29.63,2020-04-14,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-15",27.39,2020-04-15,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-16",26.04,2020-04-16,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-17",29.96,2020-04-17,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-18",27,2020-04-18,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-19",26.49,2020-04-19,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-20",25.85,2020-04-20,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-21",32.2,2020-04-21,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-22",29.38,2020-04-22,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-23",34,2020-04-23,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-24",28.42,2020-04-24,"Friday"
